gebaeude_id,region,gebaeudetyp,wohnflaeche_m2,baujahr,renovierungsjahr,anzahl_personen,isolationsstandard,fenster_typ,heizungsart,avg_innentemp_c,heizgradtage,warmwasseranteil,lueftungsanlage,eta_heizung,pv_kwp,smart_meter,jahresenergieverbrauch_kwh,verbrauch_kwh_pro_m2,effizienzklasse
1171,sued,mehrfamilienhaus,329.8,1968,,7,2,zweifach,gas,20.7,2869,0.227,1,0.82,0.0,1,28118,85.26,B
1172,ost,einfamilienhaus,231.3,1990,2014.0,5,1,zweifach,waermepumpe,17.3,2978,0.2,1,3.35,0.0,0,22938,99.17,B
1173,nord,mehrfamilienhaus,169.5,1956,1985.0,4,1,zweifach,gas,19.7,3411,0.084,0,0.89,0.0,1,19513,115.1,C
1174,ost,einfamilienhaus,97.1,1957,1972.0,2,1,dreifach,oel,20.6,2458,0.073,0,0.89,0.0,0,6457,66.5,B
1175,ost,mehrfamilienhaus,184.9,1968,1992.0,1,2,zweifach,gas,20.2,2835,0.087,1,0.9,8.36,1,13288,71.88,B
1176,west,mehrfamilienhaus,292.9,1990,2011.0,4,2,dreifach,gas,20.5,2657,0.112,0,0.91,0.0,0,16801,57.36,B
1177,sued,einfamilienhaus,338.8,1990,2013.0,5,2,zweifach,gas,20.8,2954,0.142,0,0.87,0.0,0,36381,107.38,C
1178,west,mehrfamilienhaus,146.1,2014,2025.0,2,2,dreifach,fernwaerme,19.9,3481,0.157,0,0.84,0.0,0,9085,62.18,B
1179,nord,buero,486.6,1962,,7,1,zweifach,fernwaerme,20.5,3517,0.177,1,0.98,0.0,0,54624,112.25,C
1180,ost,einfamilienhaus,282.2,2006,2025.0,2,1,dreifach,waermepumpe,,2921,0.178,0,3.66,0.0,1,17560,62.22,B
1181,west,mehrfamilienhaus,112.8,1950,1973.0,1,1,zweifach,waermepumpe,19.7,2853,0.178,0,2.83,,1,9690,85.88,B
1182,nord,buero,101.3,1971,1976.0,1,2,zweifach,fernwaerme,22.7,3086,0.237,0,0.9,0.0,0,9829,97.04,B
1183,nord,einfamilienhaus,163.5,1963,1971.0,3,3,zweifach,pellet,19.9,4050,0.096,1,0.9,0.0,1,18104,110.72,C
1184,ost,schule,145.9,1959,,1,1,dreifach,gas,18.2,3124,0.197,0,0.88,0.0,0,16732,114.65,C
1185,nord,einfamilienhaus,216.8,1993,2000.0,4,2,dreifach,gas,22.6,3420,0.196,0,0.9,0.0,1,23198,106.99,C
1186,nord,mehrfamilienhaus,175.9,2017,2025.0,2,3,alt,oel,19.5,2611,0.117,0,0.92,0.0,0,10256,58.29,B
1187,ost,schule,151.7,2000,,4,3,alt,fernwaerme,22.0,2687,0.207,1,0.91,0.0,0,15197,100.19,C
1188,west,halle,81.6,2014,2025.0,1,2,zweifach,fernwaerme,17.7,3085,0.199,0,0.87,0.0,0,7573,92.78,B
1189,nord,mehrfamilienhaus,234.6,1994,2024.0,5,2,zweifach,fernwaerme,21.2,3176,0.178,0,1.03,0.0,0,15192,64.76,B
1190,sued,mehrfamilienhaus,78.6,1954,,2,2,zweifach,waermepumpe,20.4,2997,0.059,0,3.65,12.82,1,4150,52.81,B
1191,sued,einfamilienhaus,282.7,1975,1983.0,3,1,zweifach,gas,21.7,2992,0.228,0,0.84,0.0,1,33576,118.78,C
1192,sued,einfamilienhaus,66.1,2011,2025.0,1,2,zweifach,waermepumpe,20.2,3160,0.191,1,2.78,6.91,0,5448,82.44,B
1193,sued,buero,76.6,1953,1983.0,1,1,alt,fernwaerme,19.7,2296,0.2,0,0.93,0.0,0,6078,79.32,B
1194,nord,einfamilienhaus,112.6,1957,,2,1,alt,fernwaerme,20.8,2963,0.05,0,0.89,0.0,0,14592,129.6,C
1195,nord,buero,140.0,2012,2025.0,1,2,zweifach,gas,20.0,3315,0.153,0,0.81,0.0,1,15665,111.93,C
1196,sued,einfamilienhaus,126.9,1954,1969.0,3,1,dreifach,gas,18.2,2723,0.108,0,1.01,0.0,0,14501,114.28,C
1197,west,einfamilienhaus,139.7,2021,2025.0,1,3,alt,oel,19.8,2991,0.245,0,0.82,0.0,1,7966,57.03,B
1198,ost,einfamilienhaus,196.2,2006,2025.0,3,4,zweifach,waermepumpe,23.9,3138,0.125,1,3.49,4.37,1,15509,79.04,B
1199,sued,mehrfamilienhaus,113.8,1999,2001.0,3,2,alt,oel,18.3,2689,0.254,0,0.82,0.0,0,13538,118.96,C
1200,west,einfamilienhaus,197.1,1990,1994.0,4,2,alt,gas,20.8,3167,0.228,0,0.82,0.0,1,19058,96.71,B
1201,west,einfamilienhaus,54.4,1956,,1,2,alt,waermepumpe,20.2,3290,0.191,0,4.5,0.0,0,4997,91.78,B
1202,west,halle,111.8,1981,2010.0,2,1,dreifach,waermepumpe,20.7,3123,0.237,1,2.7,0.0,1,10872,97.21,B
1203,sued,buero,75.0,2010,,1,2,zweifach,pellet,19.2,3202,0.133,1,0.86,0.0,0,7316,97.53,B
1204,west,buero,281.1,2017,2025.0,7,3,zweifach,fernwaerme,20.6,2339,0.142,1,0.9,2.62,0,15258,54.27,B
1205,sued,einfamilienhaus,120.8,1983,1998.0,1,2,alt,fernwaerme,21.3,2745,0.226,0,0.81,3.12,0,12028,99.58,B
1206,sued,einfamilienhaus,227.8,2012,,3,3,zweifach,oel,20.3,3262,0.133,0,0.89,0.0,1,24451,107.35,C
1207,west,mehrfamilienhaus,69.4,2008,2012.0,5,2,zweifach,waermepumpe,19.6,2797,0.114,0,3.16,5.84,0,3618,52.15,B
1208,ost,einfamilienhaus,336.1,1954,,5,1,zweifach,oel,20.5,2750,0.164,0,0.83,0.0,1,38945,115.86,C
1209,west,einfamilienhaus,180.7,1996,2004.0,1,2,dreifach,gas,20.1,3056,0.136,0,0.83,10.6,0,15894,87.94,B
1210,west,schule,416.6,1996,2013.0,6,3,zweifach,pellet,20.5,3094,0.273,0,0.93,0.0,0,33092,79.44,B
1211,sued,einfamilienhaus,171.2,1990,2012.0,1,1,dreifach,waermepumpe,21.6,2763,0.219,0,2.88,0.0,1,8663,50.62,B
1212,nord,schule,82.1,2007,2013.0,2,2,dreifach,fernwaerme,21.4,3995,,0,0.94,0.0,0,7100,86.52,B
1213,west,einfamilienhaus,105.5,2016,2025.0,3,2,zweifach,fernwaerme,,3200,0.13,0,0.88,0.0,0,8263,78.3,B
1214,ost,einfamilienhaus,153.9,1991,2025.0,1,2,zweifach,waermepumpe,20.9,2784,0.197,0,2.89,0.0,0,9324,60.57,B
1215,sued,einfamilienhaus,107.4,1974,1975.0,1,2,dreifach,gas,21.7,2446,0.239,0,0.85,0.0,0,5355,49.87,A
1216,nord,schule,268.0,2023,2025.0,6,3,dreifach,gas,22.5,3492,0.195,0,0.99,0.0,0,21679,80.89,B
1217,west,mehrfamilienhaus,178.2,2022,,1,3,alt,gas,20.2,2776,0.132,0,0.84,0.0,0,16780,94.17,B
1218,west,buero,108.0,2001,2025.0,1,2,alt,gas,21.5,3853,0.108,0,0.84,0.0,1,11198,103.69,C
1219,nord,einfamilienhaus,248.7,1998,2025.0,4,1,zweifach,gas,18.9,3500,0.161,0,0.9,0.0,1,27104,108.99,C
1220,sued,buero,144.5,1957,1985.0,2,1,alt,waermepumpe,17.8,3146,0.196,0,3.09,0.0,0,15214,105.32,C
1221,west,mehrfamilienhaus,243.4,1980,2008.0,4,1,dreifach,gas,22.7,3187,,0,0.93,0.0,1,17166,70.54,B
1222,nord,mehrfamilienhaus,133.8,1964,1970.0,1,2,dreifach,waermepumpe,20.1,3743,0.23,0,3.18,8.49,0,9941,74.3,B
1223,nord,buero,220.4,1988,2008.0,4,3,dreifach,waermepumpe,20.8,2512,0.206,1,3.49,0.0,0,8313,37.72,A
1224,ost,buero,142.1,2011,2025.0,2,4,zweifach,gas,19.0,2679,0.192,1,0.89,0.0,0,7548,53.12,B
1225,west,mehrfamilienhaus,268.1,1966,1999.0,5,1,dreifach,waermepumpe,19.0,3462,0.205,0,3.2,5.15,0,18553,69.21,B
1226,sued,einfamilienhaus,70.0,2024,2025.0,1,3,dreifach,oel,19.6,3475,0.111,0,0.78,0.0,0,6374,91.03,B
1227,nord,buero,93.6,1959,,2,2,zweifach,waermepumpe,21.3,2918,0.155,0,3.47,0.0,0,6610,70.64,B
1228,ost,einfamilienhaus,160.5,1957,1979.0,1,2,dreifach,fernwaerme,19.9,2463,0.128,0,0.97,6.88,0,14083,87.76,B
1229,ost,halle,123.3,2023,2025.0,3,3,zweifach,gas,18.1,3159,0.199,1,0.8,9.54,0,10965,88.92,B
1230,nord,einfamilienhaus,140.1,1957,1996.0,2,2,dreifach,gas,19.6,3520,0.129,1,0.86,0.0,0,15292,109.19,C
1231,sued,einfamilienhaus,232.4,2005,,4,2,alt,waermepumpe,21.9,3002,0.184,0,3.07,0.0,0,21568,92.83,B
1232,nord,einfamilienhaus,138.7,2007,2024.0,4,3,zweifach,gas,21.5,3329,0.172,1,0.97,4.95,0,9621,69.38,B
1233,west,mehrfamilienhaus,200.4,1974,,2,1,zweifach,waermepumpe,19.9,2452,0.21,0,3.67,7.26,1,13180,65.77,B
1234,sued,einfamilienhaus,111.5,1954,,3,1,dreifach,gas,21.3,2819,0.12,1,0.85,0.0,0,9142,82.01,B
1235,west,buero,63.9,1973,1980.0,3,1,zweifach,fernwaerme,20.2,3021,0.203,0,0.96,0.0,0,4876,76.34,B
1236,nord,mehrfamilienhaus,242.7,1955,1960.0,5,1,zweifach,oel,20.1,3158,0.127,0,0.84,0.0,0,30602,126.11,C
1237,sued,einfamilienhaus,373.1,2000,,5,2,dreifach,gas,20.4,2278,0.132,1,0.85,0.0,1,27222,72.97,B
1238,west,mehrfamilienhaus,190.6,2016,2025.0,1,3,zweifach,gas,21.3,3305,0.173,0,0.96,6.88,1,11143,58.45,B
1239,sued,buero,164.6,2024,2025.0,4,3,dreifach,gas,19.4,3253,0.24,1,0.9,2.09,1,11767,71.48,B
1240,nord,schule,181.2,2010,2025.0,3,3,zweifach,waermepumpe,21.5,3072,0.138,0,3.06,5.61,0,11462,63.24,B
1241,nord,einfamilienhaus,313.7,2008,2018.0,4,2,zweifach,waermepumpe,23.5,3285,0.091,1,2.86,0.0,1,29445,93.85,B
1242,sued,schule,191.7,2016,2025.0,5,2,zweifach,gas,21.1,2776,0.133,1,0.89,11.46,0,16895,88.13,B
1243,sued,einfamilienhaus,248.3,2007,2015.0,3,3,alt,oel,20.5,2779,0.161,0,0.82,0.0,1,23201,93.45,B
1244,west,mehrfamilienhaus,243.1,1998,2010.0,4,2,dreifach,gas,20.4,3273,0.273,0,0.92,0.0,1,20677,85.07,B
1245,west,buero,278.9,2024,2024.0,5,2,zweifach,waermepumpe,21.1,3281,0.199,1,3.39,3.27,0,20497,73.49,B
1246,sued,einfamilienhaus,162.9,1974,,1,1,zweifach,waermepumpe,18.6,3326,0.142,0,2.96,0.0,1,16449,100.95,C
1247,west,einfamilienhaus,133.0,1980,2014.0,2,2,dreifach,waermepumpe,22.5,3469,0.173,0,2.19,0.0,0,11325,85.18,B
1248,sued,mehrfamilienhaus,221.5,2017,2025.0,5,3,dreifach,waermepumpe,21.7,2890,0.259,0,2.9,0.0,1,7754,35.0,A
1249,nord,einfamilienhaus,269.5,1973,,5,1,zweifach,gas,19.7,4200,0.168,0,0.91,0.0,0,37049,137.48,C
1250,nord,einfamilienhaus,293.9,1972,2002.0,6,1,zweifach,gas,20.5,3892,0.169,0,0.85,0.0,0,39822,135.47,C
1251,west,einfamilienhaus,332.4,1961,,7,2,dreifach,waermepumpe,19.8,2870,0.16,0,3.04,0.0,1,23054,69.36,B
1252,ost,buero,258.0,1970,1995.0,4,1,dreifach,gas,20.9,3144,0.215,0,0.89,0.0,0,27523,106.69,C
1253,west,einfamilienhaus,129.6,1994,2022.0,1,2,dreifach,gas,20.6,2405,0.154,0,0.79,6.83,1,5405,41.72,A
1254,nord,mehrfamilienhaus,190.5,2016,2022.0,2,3,dreifach,gas,20.8,3360,0.224,0,0.88,0.0,0,11832,62.1,B
1255,nord,halle,182.6,1960,1964.0,4,2,dreifach,waermepumpe,17.3,3936,0.233,0,3.5,0.0,0,16885,92.45,B
1256,west,buero,173.4,2001,2003.0,1,3,dreifach,waermepumpe,19.9,4073,0.211,0,2.96,0.0,0,15531,89.58,B
1257,west,mehrfamilienhaus,221.7,2007,2025.0,3,1,dreifach,pellet,21.9,3058,0.169,0,0.93,0.0,1,18250,82.3,B
1258,west,mehrfamilienhaus,155.9,2017,,3,4,dreifach,gas,19.9,3217,0.11,0,0.92,0.0,1,9810,62.9,B
1259,nord,einfamilienhaus,156.1,2006,2010.0,4,3,zweifach,gas,17.3,3562,0.169,1,0.85,0.0,0,17473,111.96,C
1260,ost,einfamilienhaus,384.2,1961,1981.0,6,3,alt,gas,20.3,3793,0.147,0,0.82,4.45,0,42462,110.52,C
1261,sued,einfamilienhaus,167.0,1986,,2,1,zweifach,waermepumpe,23.4,2606,0.141,1,3.4,0.0,0,17230,103.19,C
1262,west,einfamilienhaus,277.9,2021,,5,2,dreifach,gas,21.5,4029,0.168,0,0.98,9.72,0,25719,92.54,B
1263,nord,einfamilienhaus,285.6,2018,2025.0,5,3,dreifach,pellet,19.8,3239,0.204,1,,0.0,1,24521,85.84,B
1264,sued,mehrfamilienhaus,193.0,1995,,3,2,alt,fernwaerme,20.4,2540,0.149,1,0.89,0.0,1,18236,94.49,B
1265,nord,einfamilienhaus,158.9,2022,2025.0,4,3,zweifach,waermepumpe,21.3,3240,0.111,1,,7.59,1,10636,66.92,B
1266,sued,einfamilienhaus,113.6,2000,,1,3,alt,waermepumpe,18.4,2667,0.132,0,3.05,0.0,0,10553,92.92,B
1267,nord,buero,78.1,1954,1968.0,1,1,zweifach,oel,19.5,3497,0.265,1,0.89,0.0,1,10610,135.88,C
1268,west,einfamilienhaus,229.3,2018,2025.0,4,3,zweifach,waermepumpe,21.0,2522,0.207,1,3.4,6.89,1,12697,55.38,B
1269,nord,mehrfamilienhaus,207.7,1962,1970.0,3,2,alt,gas,22.4,3400,0.132,1,0.99,0.0,1,21863,105.26,C
1270,sued,einfamilienhaus,245.3,1978,1993.0,5,2,zweifach,waermepumpe,20.0,3182,0.244,0,2.98,0.0,1,22215,90.55,B
1271,west,mehrfamilienhaus,136.9,1967,,2,1,dreifach,waermepumpe,22.4,3619,0.168,0,2.67,0.0,0,10089,73.67,B
1272,ost,einfamilienhaus,403.3,2003,2018.0,8,3,zweifach,fernwaerme,19.6,3338,0.294,0,0.98,0.0,1,37238,92.34,B
1273,ost,einfamilienhaus,216.4,1952,1978.0,4,2,alt,gas,16.4,3597,0.193,1,0.87,6.36,0,33618,155.36,C
1274,sued,buero,164.0,1998,2002.0,3,3,dreifach,pellet,21.4,2738,0.208,1,1.0,1.95,0,10816,65.95,B
1275,sued,einfamilienhaus,62.3,2014,2019.0,1,2,zweifach,pellet,21.1,3088,0.222,1,0.91,0.0,0,5434,87.29,B
1276,sued,einfamilienhaus,144.2,2009,,2,1,dreifach,fernwaerme,21.4,2170,0.254,0,0.89,6.62,1,8282,57.44,B
1277,sued,einfamilienhaus,250.9,1973,1991.0,6,1,zweifach,pellet,21.3,2910,0.158,1,0.87,0.0,1,28267,112.68,C
1278,nord,mehrfamilienhaus,328.2,2017,2025.0,6,2,dreifach,fernwaerme,20.7,3485,0.25,0,0.87,3.82,1,17141,52.22,B
1279,west,einfamilienhaus,176.2,1977,,2,2,dreifach,gas,20.2,3267,0.149,0,0.89,5.71,1,13507,76.65,B
1280,nord,mehrfamilienhaus,354.1,2001,2006.0,6,2,dreifach,oel,20.2,2799,0.162,0,0.78,0.0,1,29732,83.95,B
1281,sued,mehrfamilienhaus,109.6,1988,,1,2,dreifach,gas,19.9,2813,0.18,0,0.89,0.0,1,8829,80.54,B
1282,west,mehrfamilienhaus,210.7,1955,1971.0,3,1,alt,fernwaerme,20.0,3012,0.226,0,0.9,0.0,0,23378,110.97,C
1283,west,buero,213.5,1950,1985.0,5,1,dreifach,waermepumpe,18.3,2950,0.163,0,3.06,5.95,0,16302,76.36,B
1284,nord,einfamilienhaus,230.1,1963,1979.0,4,2,alt,gas,19.0,3604,0.263,0,0.92,0.0,0,33193,144.23,C
1285,nord,buero,187.7,2020,,3,2,zweifach,gas,20.3,3274,0.246,0,0.96,7.62,1,19477,103.79,C
1286,sued,einfamilienhaus,205.3,2021,,1,3,zweifach,waermepumpe,17.8,2985,0.182,0,3.33,1.82,1,14265,69.49,B
1287,ost,einfamilienhaus,108.4,1980,1987.0,1,2,dreifach,waermepumpe,18.1,2929,0.132,0,2.35,0.0,1,6235,57.51,B
1288,sued,mehrfamilienhaus,313.1,2022,,6,3,zweifach,pellet,20.1,3323,0.23,0,0.94,9.65,1,26691,85.26,B
1289,sued,mehrfamilienhaus,264.9,1953,1992.0,5,2,zweifach,gas,20.3,3349,0.075,0,0.89,0.0,0,32212,121.59,C
1290,ost,einfamilienhaus,201.5,2022,2025.0,5,3,dreifach,waermepumpe,20.1,2992,0.217,0,3.06,0.0,1,9234,45.83,A
1291,ost,halle,267.9,1967,1969.0,4,2,dreifach,gas,15.6,4098,0.139,0,0.89,0.0,0,33879,126.47,C
1292,sued,schule,317.9,1952,1979.0,5,2,zweifach,gas,22.8,2682,0.243,1,0.91,9.09,1,27782,87.4,B
1293,west,einfamilienhaus,228.6,2006,,2,3,zweifach,waermepumpe,18.8,3453,0.111,1,2.36,0.0,1,24966,109.24,C
1294,ost,mehrfamilienhaus,424.7,1978,,7,1,zweifach,oel,19.5,2767,0.147,0,0.8,6.4,0,40267,94.82,B
1295,nord,buero,237.6,1971,1982.0,2,1,zweifach,waermepumpe,19.0,3621,0.202,0,4.28,6.58,0,22350,94.08,B
1296,ost,schule,116.3,2006,2018.0,1,3,zweifach,gas,22.5,3343,0.21,0,0.93,0.0,0,9105,78.32,B
1297,sued,mehrfamilienhaus,196.7,1974,1974.0,2,1,alt,gas,21.0,2596,0.149,1,0.83,9.71,1,16058,81.62,B
1298,west,einfamilienhaus,272.9,2006,2006.0,6,3,zweifach,fernwaerme,19.9,3054,0.163,0,0.93,0.0,1,18772,68.8,B
1299,west,mehrfamilienhaus,318.0,1964,1995.0,5,1,dreifach,gas,19.8,3754,0.228,0,0.92,0.0,0,34477,108.41,C
1300,west,einfamilienhaus,189.5,1956,1974.0,3,1,alt,gas,20.7,2815,0.23,1,0.96,7.91,1,24787,130.78,C
1301,sued,mehrfamilienhaus,112.0,1974,1981.0,1,2,zweifach,gas,19.0,3091,0.162,0,0.84,4.09,0,8761,78.2,B
1302,west,mehrfamilienhaus,157.3,1995,2012.0,1,2,alt,gas,21.0,3217,0.15,1,0.88,0.0,0,18363,116.71,C
1303,ost,mehrfamilienhaus,90.3,1966,1993.0,3,2,zweifach,waermepumpe,19.8,3085,0.112,1,3.73,0.0,1,4269,47.29,A
1304,sued,einfamilienhaus,249.2,1960,1989.0,2,2,dreifach,gas,21.1,2344,0.193,0,,0.0,0,13704,55.0,B
1305,sued,mehrfamilienhaus,143.3,2006,2017.0,2,2,alt,fernwaerme,21.1,3240,0.221,1,0.9,,0,11697,81.6,B
1306,west,mehrfamilienhaus,124.8,1986,1992.0,2,2,dreifach,fernwaerme,19.8,3104,0.188,0,0.89,0.0,1,9023,72.33,B
1307,west,einfamilienhaus,260.7,1982,,5,2,zweifach,fernwaerme,18.0,3486,0.134,0,0.88,0.0,0,28163,108.01,C
1308,ost,einfamilienhaus,350.7,1967,1992.0,5,1,zweifach,fernwaerme,20.2,3181,0.269,0,0.95,3.13,0,39051,111.36,C
1309,west,einfamilienhaus,124.5,1951,1990.0,1,2,zweifach,waermepumpe,18.8,3123,0.075,1,4.01,0.0,0,11226,90.17,B
1310,west,buero,190.1,1953,1965.0,2,1,alt,waermepumpe,20.6,3230,0.224,0,2.81,3.71,1,22704,119.43,C
1311,west,einfamilienhaus,160.4,2001,,2,1,zweifach,gas,20.2,2754,0.191,0,0.82,0.0,0,18309,114.12,C
1312,ost,mehrfamilienhaus,325.1,1956,1971.0,4,2,dreifach,waermepumpe,19.8,3645,0.203,0,3.63,2.61,1,23323,71.74,B
1313,west,mehrfamilienhaus,169.1,1968,1981.0,4,2,zweifach,gas,18.9,2969,0.141,0,0.85,0.0,1,15189,89.8,B
1314,west,buero,107.2,2018,2025.0,1,3,zweifach,fernwaerme,21.9,2973,0.172,0,0.86,6.34,0,7997,74.59,B
1315,sued,mehrfamilienhaus,172.9,1975,2003.0,3,2,zweifach,fernwaerme,20.0,3402,0.195,0,,8.99,0,18873,109.14,C
1316,ost,einfamilienhaus,292.7,2005,2007.0,5,3,zweifach,gas,23.3,3187,0.176,0,0.83,13.81,0,25570,87.36,B
1317,west,einfamilienhaus,156.0,1975,1998.0,4,1,dreifach,gas,20.5,3017,0.09,0,0.96,0.0,1,14227,91.17,B
1318,west,einfamilienhaus,130.6,2019,2025.0,2,2,zweifach,gas,20.9,3245,0.266,0,0.85,0.0,0,12612,96.58,B
1319,sued,buero,165.6,2011,2025.0,4,3,zweifach,gas,20.5,3169,0.213,0,0.93,0.0,1,14015,84.64,B
1320,west,mehrfamilienhaus,108.8,1985,2000.0,2,2,dreifach,fernwaerme,20.9,3059,0.182,1,0.96,0.0,1,6946,63.85,B
1321,nord,buero,160.3,2001,2022.0,3,2,zweifach,gas,21.8,3673,0.185,1,0.88,0.0,0,16960,105.78,C
1322,sued,mehrfamilienhaus,135.2,1980,,1,2,dreifach,waermepumpe,21.8,2505,0.264,0,2.77,6.4,1,6698,49.54,A
1323,ost,buero,462.8,2020,2025.0,5,3,dreifach,waermepumpe,18.4,3192,0.143,0,2.34,,0,32891,71.07,B
1324,ost,halle,68.2,1976,1983.0,2,2,dreifach,gas,19.5,3380,0.132,0,0.87,0.0,1,6123,89.85,B
1325,ost,mehrfamilienhaus,116.0,2012,2025.0,2,3,zweifach,gas,21.1,3318,0.223,0,0.86,8.37,0,4902,42.25,A
1326,ost,einfamilienhaus,130.5,1996,2025.0,3,2,zweifach,oel,20.5,2316,0.203,1,0.74,5.67,0,9224,70.66,B
1327,ost,einfamilienhaus,109.1,1998,,1,3,dreifach,waermepumpe,22.6,3056,0.13,0,2.86,0.0,1,6403,58.67,B
1328,nord,mehrfamilienhaus,211.6,1976,2015.0,5,1,alt,oel,22.6,2925,0.234,0,0.81,0.0,0,18858,89.11,B
1329,nord,buero,123.5,2012,,2,2,zweifach,gas,21.6,3800,0.195,0,0.97,0.0,1,12341,99.95,B
1330,sued,mehrfamilienhaus,86.0,2005,2025.0,2,1,zweifach,pellet,19.8,2813,0.135,1,0.92,2.36,1,7943,92.39,B
1331,ost,einfamilienhaus,182.2,2011,2025.0,4,2,zweifach,fernwaerme,19.1,3511,0.205,0,0.92,0.0,1,19283,105.82,C
1332,nord,mehrfamilienhaus,151.9,2010,2021.0,5,3,dreifach,gas,21.4,2924,0.197,0,0.93,0.0,0,9170,60.39,B
1333,nord,einfamilienhaus,126.2,1961,1966.0,2,1,zweifach,waermepumpe,22.1,3487,0.176,1,3.25,0.0,1,10806,85.65,B
1334,nord,einfamilienhaus,321.2,2015,2025.0,5,3,alt,pellet,18.1,3353,0.199,1,0.97,5.71,1,37457,116.62,C
1335,nord,buero,215.0,2013,,2,3,zweifach,fernwaerme,21.8,4200,0.211,0,0.91,0.0,0,19391,90.19,B
1336,west,mehrfamilienhaus,203.8,1968,1971.0,5,3,alt,gas,20.2,3512,0.226,0,0.92,0.0,0,21594,105.95,C
1337,sued,einfamilienhaus,217.2,2023,2025.0,4,2,zweifach,fernwaerme,18.3,3340,0.185,0,0.9,8.41,1,21190,97.54,B
1338,ost,einfamilienhaus,212.0,1989,2023.0,4,1,zweifach,gas,21.1,3810,0.166,1,0.83,0.0,0,25896,122.13,C
1339,sued,mehrfamilienhaus,155.5,1974,,6,1,zweifach,oel,21.6,3049,0.192,0,0.84,3.32,0,19504,125.44,C
1340,nord,einfamilienhaus,124.1,1966,,2,1,zweifach,gas,20.1,3315,0.24,1,0.89,0.0,1,15642,126.07,C
1341,sued,einfamilienhaus,184.1,1977,1980.0,2,1,alt,fernwaerme,19.2,2875,0.211,0,0.93,0.0,0,23299,126.55,C
1342,west,mehrfamilienhaus,154.1,1952,1959.0,2,1,zweifach,waermepumpe,22.6,3215,0.164,0,3.37,0.0,1,12314,79.88,B
1343,nord,mehrfamilienhaus,67.8,2001,2020.0,1,3,zweifach,pellet,19.7,2380,0.183,0,0.85,0.0,0,4109,60.64,B
1344,nord,einfamilienhaus,104.8,2003,2016.0,1,3,alt,waermepumpe,21.9,3351,0.263,1,2.85,3.49,0,7531,71.86,B
1345,sued,mehrfamilienhaus,145.2,2000,,2,3,zweifach,gas,18.7,3029,0.217,0,0.94,0.0,0,11710,80.66,B
1346,nord,mehrfamilienhaus,263.4,1991,2023.0,4,3,zweifach,gas,21.0,3295,0.188,0,0.74,0.0,0,18532,70.36,B
1347,nord,einfamilienhaus,184.5,1977,1985.0,1,1,zweifach,fernwaerme,21.0,2814,0.237,0,0.94,4.13,1,16552,89.72,B
1348,sued,einfamilienhaus,114.0,2004,,4,1,zweifach,gas,21.5,2898,0.153,0,0.85,0.0,1,11221,98.42,B
1349,sued,einfamilienhaus,100.7,2015,,2,3,alt,gas,22.3,2413,0.196,0,0.86,7.2,1,7559,75.06,B
1350,nord,einfamilienhaus,290.2,1956,,5,1,zweifach,waermepumpe,19.5,3971,0.274,0,3.17,4.73,0,32237,111.11,C
1351,west,buero,158.8,1978,,4,1,dreifach,gas,21.1,3010,0.213,1,0.98,0.0,1,17732,111.62,C
1352,nord,einfamilienhaus,44.2,2024,2025.0,1,3,zweifach,gas,18.9,2628,0.261,0,0.84,3.89,1,3237,73.19,B
1353,ost,halle,163.6,2014,2025.0,3,3,zweifach,fernwaerme,16.8,3028,0.176,1,0.79,3.03,0,13690,83.67,B
1354,sued,einfamilienhaus,236.9,2024,2025.0,5,3,dreifach,pellet,19.8,3263,0.156,0,0.85,5.15,0,15075,63.64,B
1355,sued,mehrfamilienhaus,99.3,1963,1963.0,2,1,dreifach,waermepumpe,21.0,3012,0.238,0,2.9,0.0,0,7401,74.52,B
1356,sued,mehrfamilienhaus,178.0,1984,2017.0,4,2,dreifach,gas,22.5,2630,0.089,0,0.85,4.09,0,14471,81.3,B
1357,sued,buero,185.9,1959,1986.0,4,2,zweifach,fernwaerme,22.7,2713,0.189,0,0.84,0.0,1,16952,91.21,B
1358,sued,buero,102.0,2014,2025.0,2,3,zweifach,waermepumpe,20.1,2850,0.232,0,2.42,4.2,1,3201,31.37,A
1359,west,mehrfamilienhaus,302.8,1988,2004.0,5,1,dreifach,gas,20.9,2946,0.208,0,0.87,0.0,0,28709,94.82,B
1360,sued,mehrfamilienhaus,187.4,1968,1983.0,5,1,dreifach,fernwaerme,21.6,2509,0.075,0,1.0,2.94,0,15308,81.7,B
1361,ost,schule,144.8,1956,1978.0,2,1,zweifach,waermepumpe,21.8,3076,0.113,1,2.78,0.0,0,17296,119.43,C
1362,west,schule,159.3,2005,2025.0,3,3,zweifach,waermepumpe,20.7,2633,,0,3.01,0.0,1,9184,57.64,B
1363,ost,halle,93.3,2010,2025.0,2,3,dreifach,gas,18.6,3432,0.204,1,0.82,0.0,1,7802,83.59,B
1364,west,einfamilienhaus,91.6,2015,2025.0,1,2,zweifach,waermepumpe,20.4,3475,0.206,1,3.25,0.0,1,7807,85.23,B
1365,ost,einfamilienhaus,138.6,2022,2024.0,1,1,dreifach,gas,20.2,2749,0.18,0,0.88,0.0,1,9615,69.37,B
1366,sued,einfamilienhaus,142.6,2011,,2,3,dreifach,gas,20.1,2699,0.217,0,0.89,5.5,1,7784,54.58,B
